example_id                                                                                     | status  | run_time               |
./spec/components/shared/link_list_component_spec.rb[1:1]                                      | passed  | 0.00458 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:2]                                      | passed  | 0.00513 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:3]                                      | passed  | 0.00489 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:4]                                      | passed  | 0.00487 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:5]                                      | passed  | 0.00577 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:6]                                      | passed  | 0.00504 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:7]                                      | passed  | 0.0055 seconds         |
./spec/components/shared/link_list_component_spec.rb[1:8]                                      | passed  | 0.00516 seconds        |
./spec/components/shared/link_list_component_spec.rb[1:9]                                      | passed  | 0.0059 seconds         |
./spec/components/shared/tag_list_component_spec.rb[1:1]                                       | passed  | 0.06206 seconds        |
./spec/components/shared/tag_list_component_spec.rb[1:2]                                       | passed  | 0.06397 seconds        |
./spec/components/shared/tag_list_component_spec.rb[1:3]                                       | passed  | 0.06176 seconds        |
./spec/components/shared/tag_list_component_spec.rb[1:4]                                       | passed  | 0.01166 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:1:1]                             | passed  | 0.58785 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:1:2]                             | passed  | 0.05546 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:1:3]                             | passed  | 0.81692 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:2:1]                             | passed  | 0.05753 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:2:2]                             | passed  | 0.05826 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:2:3]                             | passed  | 0.07025 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:1:2:4]                             | passed  | 0.09052 seconds        |
./spec/components/users/public_activity_component_spec.rb[1:2:1]                               | passed  | 0.49072 seconds        |
./spec/components/widget/feeds/debate_component_spec.rb[1:1]                                   | passed  | 0.06744 seconds        |
./spec/components/widget/feeds/debate_component_spec.rb[1:2]                                   | passed  | 0.05386 seconds        |
./spec/components/widget/feeds/feed_component_spec.rb[1:1]                                     | passed  | 0.00717 seconds        |
./spec/components/widget/feeds/feed_component_spec.rb[1:2:1:1]                                 | passed  | 0.00906 seconds        |
./spec/components/widget/feeds/feed_component_spec.rb[1:2:1:2]                                 | passed  | 0.00999 seconds        |
./spec/components/widget/feeds/feed_component_spec.rb[1:2:2:1]                                 | passed  | 0.00903 seconds        |
./spec/components/widget/feeds/feed_component_spec.rb[1:2:2:2]                                 | passed  | 0.0101 seconds         |
./spec/components/widget/feeds/feed_component_spec.rb[1:2:3:1]                                 | passed  | 0.00945 seconds        |
./spec/components/widget/feeds/feed_component_spec.rb[1:2:3:2]                                 | passed  | 0.01132 seconds        |
./spec/components/widget/feeds/process_component_spec.rb[1:1]                                  | passed  | 0.05848 seconds        |
./spec/components/widget/feeds/process_component_spec.rb[1:2]                                  | passed  | 0.05034 seconds        |
./spec/components/widget/feeds/proposal_component_spec.rb[1:1]                                 | passed  | 0.05582 seconds        |
./spec/components/widget/feeds/proposal_component_spec.rb[1:2]                                 | passed  | 0.0656 seconds         |
./spec/controllers/active_storage/direct_uploads_controller_spec.rb[1:1:1]                     | passed  | 0.03536 seconds        |
./spec/controllers/active_storage/disk_controller_spec.rb[1:1:1]                               | passed  | 0.01009 seconds        |
./spec/controllers/admin/api/stats_controller_spec.rb[1:1:1:1]                                 | passed  | 0.01861 seconds        |
./spec/controllers/admin/api/stats_controller_spec.rb[1:1:2:1]                                 | passed  | 0.02666 seconds        |
./spec/controllers/admin/api/stats_controller_spec.rb[1:1:3:1]                                 | passed  | 0.02566 seconds        |
./spec/controllers/admin/api/stats_controller_spec.rb[1:1:4:1]                                 | passed  | 0.53558 seconds        |
./spec/controllers/admin/budget_groups_controller_spec.rb[1:1:1]                               | passed  | 0.13898 seconds        |
./spec/controllers/admin/budget_groups_controller_spec.rb[1:2:1]                               | passed  | 0.15434 seconds        |
./spec/controllers/admin/budget_groups_controller_spec.rb[1:2:2]                               | passed  | 0.1581 seconds         |
./spec/controllers/admin/budget_groups_controller_spec.rb[1:2:3]                               | passed  | 0.15057 seconds        |
./spec/controllers/admin/budget_groups_controller_spec.rb[1:2:4]                               | passed  | 0.02235 seconds        |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:1:1]                             | passed  | 0.1453 seconds         |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:2:1]                             | passed  | 0.1473 seconds         |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:2:2]                             | passed  | 0.15396 seconds        |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:2:3]                             | passed  | 0.15456 seconds        |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:2:4]                             | passed  | 0.14797 seconds        |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:2:5]                             | passed  | 0.15184 seconds        |
./spec/controllers/admin/budget_headings_controller_spec.rb[1:2:6]                             | passed  | 0.15216 seconds        |
./spec/controllers/admin/budget_investments_controller_spec.rb[1:1:1]                          | passed  | 0.15396 seconds        |
./spec/controllers/admin/budget_investments_controller_spec.rb[1:1:2]                          | passed  | 0.0224 seconds         |
./spec/controllers/admin/budget_investments_controller_spec.rb[1:1:3]                          | passed  | 0.02252 seconds        |
./spec/controllers/admin/budget_investments_controller_spec.rb[1:2:1]                          | passed  | 0.23889 seconds        |
./spec/controllers/admin/budgets_controller_spec.rb[1:1:1]                                     | passed  | 0.02092 seconds        |
./spec/controllers/admin/budgets_controller_spec.rb[1:2:1]                                     | passed  | 0.02024 seconds        |
./spec/controllers/admin/budgets_controller_spec.rb[1:2:2]                                     | passed  | 0.02288 seconds        |
./spec/controllers/admin/hidden_budget_investments_controller_spec.rb[1:1:1]                   | passed  | 0.0259 seconds         |
./spec/controllers/admin/hidden_debates_controller_spec.rb[1:1:1]                              | passed  | 0.02395 seconds        |
./spec/controllers/admin/hidden_debates_controller_spec.rb[1:2:1]                              | passed  | 0.05911 seconds        |
./spec/controllers/admin/hidden_debates_controller_spec.rb[1:3:1]                              | passed  | 0.08466 seconds        |
./spec/controllers/admin/hidden_proposals_controller_spec.rb[1:1:1]                            | passed  | 0.0233 seconds         |
./spec/controllers/admin/legislation/draft_versions_controller_spec.rb[1:1:1]                  | passed  | 0.06439 seconds        |
./spec/controllers/admin/legislation/processes_controller_spec.rb[1:1:1]                       | passed  | 0.02707 seconds        |
./spec/controllers/admin/legislation/questions_controller_spec.rb[1:1:1]                       | passed  | 0.06168 seconds        |
./spec/controllers/admin/organizations_controller_spec.rb[1:1:1]                               | passed  | 0.08018 seconds        |
./spec/controllers/admin/organizations_controller_spec.rb[1:2:1]                               | passed  | 0.08349 seconds        |
./spec/controllers/admin/poll/polls_controller_spec.rb[1:1:1]                                  | passed  | 0.02379 seconds        |
./spec/controllers/application_controller_spec.rb[1:1:1]                                       | passed  | 0.47317 seconds        |
./spec/controllers/budgets/ballot/lines_controller_spec.rb[1:1:1]                              | passed  | 0.0058 seconds         |
./spec/controllers/budgets/ballot/lines_controller_spec.rb[1:1:2]                              | passed  | 0.00772 seconds        |
./spec/controllers/budgets/ballots_controller_spec.rb[1:1:1]                                   | passed  | 0.01953 seconds        |
./spec/controllers/budgets/ballots_controller_spec.rb[1:1:2]                                   | passed  | 0.01939 seconds        |
./spec/controllers/budgets/groups_controller_spec.rb[1:1:1]                                    | passed  | 0.13935 seconds        |
./spec/controllers/budgets/groups_controller_spec.rb[1:1:2]                                    | passed  | 0.14628 seconds        |
./spec/controllers/budgets/groups_controller_spec.rb[1:1:3]                                    | passed  | 0.12875 seconds        |
./spec/controllers/budgets/groups_controller_spec.rb[1:1:4]                                    | passed  | 0.14342 seconds        |
./spec/controllers/budgets/groups_controller_spec.rb[1:1:5]                                    | passed  | 0.14081 seconds        |
./spec/controllers/budgets/investments_controller_spec.rb[1:1:1]                               | passed  | 0.15259 seconds        |
./spec/controllers/budgets/investments_controller_spec.rb[1:2:1]                               | passed  | 0.17717 seconds        |
./spec/controllers/budgets/investments_controller_spec.rb[1:2:2]                               | passed  | 0.17933 seconds        |
./spec/controllers/budgets/investments_controller_spec.rb[1:2:3]                               | passed  | 0.17558 seconds        |
./spec/controllers/budgets/investments_controller_spec.rb[1:2:4]                               | passed  | 0.18764 seconds        |
